time_step,timestamp,robot_x,robot_y,orientation_rad,speed,packages_delivered,battery_level_percent,power_consumption_step,motor_currents,wheel_speeds,robot_temperature_C,fault_code,error_log,station_inventory,warehouse_temperature_C,warehouse_humidity_percent,obstacle_event,item_metadata,mission_queue_length,current_delivery_time_sec,lidar_data,camera_feed,imu_accel,imu_gyro,idle_time_step,throughput_packages_per_hour,energy_efficiency_m_per_wh
162,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.5239939590272621,10,96.56783822010553,0.10261996979513631,"[0.6690017495510658, 0.8454481550694447]","[0.444676285658608, 0.5213237263472883]",32.59245766350011,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.95197799648219,32.1897067153824,False,,0,,"[7.874999254931455, 7.956882011752413, 0.9847894599202922, 2.7245967924727066, 1.2480276476176455]",frame_162.jpg,"(-0.0992566920899653, -0.047160400569310215, 9.8)","(-0.0012135168122691716, 0.008678219876167606, 0.0)",1.0,36062800.095533796,9.34013394920058
163,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.0011002123360897,10,96.5468371198932,0.10500550106168045,"[1.14474699612991, 1.4739659409199868]","[1.066463138399887, 1.0343126211789304]",32.621446984236606,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.28513919292384,30.320941735694817,False,,0,,"[4.596490359767495, 4.813288203993807, 6.686016730119443, 1.6268315397519062, 6.5987413707872475]",frame_163.jpg,"(-0.00993179902389578, 0.07027712774412959, 9.8)","(-0.009760535778870663, -0.0009661872527738195, 0.0)",1.0,36062800.095533796,9.28333005784816
164,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.6234395382462069,10,96.52621368035496,0.10311719769123104,"[0.9963330404763168, 0.7384240491088601]","[0.5314408872056109, 0.682080356601777]",32.623420868154916,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.158161732663906,50.575777131906975,False,,0,,"[2.809758306088069, 2.203768630144969, 4.74495668210046, 0.2772815014698893, 2.940813479299247]",frame_164.jpg,"(-0.08960987677846598, 0.0573003078825898, 9.8)","(0.006267578659428877, 0.0026675521731836377, 0.0)",1.0,36062800.095533796,9.228216076001065
165,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3685533221025432,10,96.50484512703285,0.10684276661051273,"[1.40256268583285, 1.923186732124983]","[1.3876931066198026, 1.3381984903329718]",32.627105456142,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",19.571240864890015,30.71450949375897,False,,0,,"[9.270286366966623, 2.8356430345250825, 2.942204737533168, 6.540360319434085, 6.309061651906269]",frame_165.jpg,"(-0.030728553169497186, 0.07664496687285346, 9.8)","(-0.005711328974460666, -0.0022000503752210125, 0.0)",1.0,36062800.095533796,9.171796937377746
166,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.7494748227155457,10,96.48409565221013,0.10374737411357773,"[0.8378089765901752, 1.0510930065962445]","[0.8006148859100989, 0.6715221690768802]",32.6410296069863,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",16.471740675723208,39.76156436458765,False,,0,,"[0.9705685882145809, 8.28354210483884, 3.7802101032404067, 9.741025346585294, 1.6229440211646284]",frame_166.jpg,"(0.08359544799916824, 0.05378200216989035, 9.8)","(0.004781887413392551, -0.006329213419729274, 0.0)",1.0,36062800.095533796,9.117668624771403
167,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.5972234472855755,10,96.46249842876284,0.10798611723642787,"[2.6284140753394936, 1.662633708810983]","[1.6859005298255703, 1.539020062060918]",32.656281082441694,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.200600038024536,34.37566650046641,False,,0,,"[8.098917855742515, 1.4914561060058373, 0.829333621570868, 6.54890093992778, 7.850695480084409]",frame_167.jpg,"(-0.006255127369197394, 0.05903802409608511, 9.8)","(-0.005674721886406993, -0.0027226474695696166, 0.0)",1.0,36062800.095533796,9.062003256815505
168,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8203169425798804,10,96.44167811182027,0.1041015847128994,"[1.04383436176323, 1.5855551070579206]","[0.7391351350511781, 0.8853927378944362]",32.667930274966615,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.42081148581714,50.606972917599556,False,,0,,"[5.861093916344292, 9.954688402229303, 6.403720476105461, 2.21938230383674, 5.079017162894562]",frame_168.jpg,"(0.06324364133454935, -0.08542941487727332, 9.8)","(0.006371046945463291, -0.009417830343203235, 0.0)",1.0,36062800.095533796,9.008980009939405
169,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8365026481026776,10,96.42084160917216,0.10418251324051339,"[1.3202600557022335, 1.2828037441307343]","[0.7474157808257196, 0.8091868658299722]",32.67897916462421,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.593224935841267,36.93789829121721,False,,0,,"[9.695115587421842, 4.084708176919141, 4.7281573301101165, 4.934855830551292, 2.152263318653268]",frame_169.jpg,"(-0.061259675241582205, -0.01600493071898694, 9.8)","(0.002545788194609915, 0.009277119451184252, 0.0)",1.0,36062800.095533796,8.956533145247736
170,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.061162390528163,10,96.39978044678163,0.10530581195264081,"[1.6097449906650652, 1.7917991144348768]","[1.068961984091305, 1.0428306013086366]",32.70770867019228,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.41277213279286,40.91001896108894,False,,0,,"[7.231256103105322, 3.69443269020032, 0.8673650686084955, 0.9839140852624284, 8.620431905245628]",frame_170.jpg,"(-0.005409936573044033, 0.09019650620490446, 9.8)","(-0.005849514459689069, 0.00480294516722863, 0.0)",1.0,36062800.095533796,8.904137729846036
171,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.28479895374418,10,96.37849564782789,0.10642399476872091,"[1.626045249392004, 1.9186972430909586]","[1.2112571672897519, 1.2724819032521213]",32.73616575403498,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.352851775050674,37.28813995115901,False,,0,,"[3.14594555131098, 6.1371835874079395, 2.5878541887927877, 1.3736793094170352, 8.958221955350558]",frame_171.jpg,"(0.06721210746427264, 0.03526278151272916, 9.8)","(-0.00677799669309387, 0.003953557573669376, 0.0)",1.0,36062800.095533796,8.851805118034445
172,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.0598482837838488,10,96.3574357995441,0.10529924141891925,"[1.4318696186838464, 1.9150391334256507]","[1.0761145780526409, 1.0179386067748255]",32.76615825236555,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.71397808430096,54.92353545250823,False,,0,,"[0.4811326529897664, 3.614643346111599, 9.663492014722001, 8.904651703421756, 4.463566977936029]",frame_172.jpg,"(0.09511292918704925, 0.03214251462298917, 9.8)","(0.0008994363751324112, -0.00831932286670891, 0.0)",1.0,36062800.095533796,8.800627523745211
173,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8419912049159226,10,96.33659380833919,0.10420995602457961,"[1.3656570766962721, 1.0412191029146978]","[0.7782096279203145, 0.7596329742793622]",32.7700305302879,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.31396740538331,38.551340167333834,False,,0,,"[6.232749669073793, 5.98971948311275, 0.6404966135241952, 8.153342225006101, 8.140547502575266]",frame_173.jpg,"(-0.08815036310977571, -0.037630040494790844, 9.8)","(0.007290849941355123, 0.00875916082495064, 0.0)",1.0,36062800.095533796,8.750558655634117
174,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.6994561650865204,10,96.3158943521741,0.10349728082543261,"[1.2506689914143834, 0.768391326971419]","[0.6882477111951825, 0.7482818972664139]",32.7822812063315,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",21.264009975368822,43.407516354156016,False,,0,,"[5.416972443027789, 8.631190392937425, 5.909132057205078, 0.9893476267999246, 2.5952361836919757]",frame_174.jpg,"(0.09912796708191957, -0.08670622838426355, 9.8)","(1.2413413305869744e-05, 0.003311934891419833, 0.0)",1.0,36062800.095533796,8.701392908875686
175,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.9476595199425205,10,96.29494669265415,0.1047382975997126,"[1.0555970092820144, 1.8184918904396392]","[0.9032592783665268, 1.0460073840870263]",32.79536120223953,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.259499262999684,35.245258072232495,False,,0,,"[2.6443582150051093, 7.1898417391262, 3.171513077166608, 9.927613230582091, 5.797857554341077]",frame_175.jpg,"(-0.030366274619006456, 0.013374972611213537, 9.8)","(0.0007099012724674156, -0.008684503672143844, 0.0)",1.0,36062800.095533796,8.652196905233046
176,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4820352170880255,10,96.27346465743706,0.10741017608544012,"[2.669661002460279, 2.5885884363687492]","[1.4339908059830762, 1.3820905282003153]",32.81566385270491,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.26439054301181,47.016877444800585,False,,0,,"[5.639819184303025, 6.9186702668527955, 2.5607593084705194, 0.029405244050759727, 8.461277676138131]",frame_176.jpg,"(-0.0019993373025049, 0.02230662410280282, 9.8)","(0.009310096797358268, 0.002696384704234672, 0.0)",1.0,36062800.095533796,8.602320335836133
177,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.1293465006392625,10,96.25233531093642,0.10564673250319631,"[2.0112332786976546, 2.2116596017375767]","[1.1666719058451012, 1.16754700275156]",32.81648909393293,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.20754376325828,36.03439952945632,False,,0,,"[3.289674225714063, 5.491297948548207, 5.677484310606673, 4.879212185811422, 1.3966140673341343]",frame_177.jpg,"(-0.027413613848981624, 0.06682843616380738, 9.8)","(0.0010366363080452287, -0.002073426588246741, 0.0)",1.0,36062800.095533796,8.553820423980149
178,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.00904804963869,10,96.23132626288678,0.10504524024819345,"[1.5568493608779006, 1.8656967351151892]","[0.9120417701662783, 1.043882488471154]",32.83475711697041,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.121604104847147,56.3743327237452,False,,0,,"[4.251373492319677, 2.247567856384003, 6.512076703679694, 1.2178803410667371, 2.1664903806750626]",frame_178.jpg,"(0.0749335286658753, -0.0011260201246960505, 9.8)","(0.009247602034531685, 0.0033102806874518425, 0.0)",1.0,36062800.095533796,8.506135843984367
179,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.7374030230794849,10,96.2105888598637,0.10368701511539742,"[1.4144949442411623, 0.9886292400568311]","[0.8011275819425602, 0.7794306653087131]",32.847992828473565,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.63019476288572,44.56832680859702,False,,0,,"[1.7520479925917642, 9.184874941019643, 4.508191934538475, 4.745714182501665, 7.996060759587442]",frame_179.jpg,"(0.09565883686802329, -0.0439961604997829, 9.8)","(0.004659747125990208, 0.0031125981684398552, 0.0)",1.0,36062800.095533796,8.459586351030849
180,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3019317297289335,10,96.18928692813398,0.10650965864864467,"[1.6816724267189964, 1.7789753929977161]","[1.3660559060166066, 1.234641223255581]",32.86978647869889,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.396655306919335,54.26601949434675,False,,0,,"[2.333945951405431, 2.107957951242253, 4.370546617991891, 0.7428900860068666, 2.2890394519012744]",frame_180.jpg,"(0.00241968544437883, 0.042282529269326685, 9.8)","(0.00047441997268924015, -0.008153440142877427, 0.0)",1.0,36062800.095533796,8.412297161970189
181,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.9620324175305742,10,96.16832489571645,0.10481016208765287,"[1.8621239304098298, 0.9923109983392341]","[0.9486118366417127, 0.9348428226694679]",32.894991637046544,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.725516969107673,33.484101333331985,False,,0,,"[3.8816891979543278, 8.103869605212207, 3.106510473886993, 0.8280421787988723, 6.865939846631818]",frame_181.jpg,"(-0.008393846950956393, -0.03797927059014808, 9.8)","(-0.00696374542345181, 0.007593331621413206, 0.0)",1.0,36062800.095533796,8.366275815948974
182,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.431499910078616,10,96.14689339580637,0.10715749955039308,"[1.7493251805808991, 2.1188711312341715]","[1.4911318423204474, 1.3424550963670647]",32.90712244119939,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",19.093539708789926,51.94515426910913,False,,0,,"[5.761343209718474, 0.7219004071130686, 1.376979462982173, 5.019418900139872, 0.003175351895906564]",frame_182.jpg,"(0.0716582730215859, 0.0578364903270365, 9.8)","(-0.009963211727839807, 0.009149169923135367, 0.0)",1.0,36062800.095533796,8.319741458658665
183,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3511779637308043,10,96.12554221784264,0.10675588981865403,"[2.6997704217286627, 2.3880655855808848]","[1.3947889661087611, 1.3126402846463636]",32.92523801067121,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.31900896791409,38.937723017497106,False,,0,,"[0.9252356853165999, 1.972259087245113, 9.950813548600378, 1.096298252483331, 7.825331080939842]",frame_183.jpg,"(0.05853808868146715, 0.0747736693305143, 9.8)","(-0.000754933746978886, -0.004496659748365765, 0.0)",1.0,36062800.095533796,8.273893422498846
184,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.682326470208886,10,96.10485989137243,0.10341163235104443,"[1.2856432531165976, 0.9883839219070626]","[0.7822505732642288, 0.6371945117001315]",32.945581586497596,F002,Motor stall detected,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",24.73538057798346,43.001114997025965,False,,0,,"[0.6493411142123462, 9.061564759347554, 1.0008123086224385, 9.632200563120529, 1.3285807975145492]",frame_184.jpg,"(0.06422198954600553, 0.03697987826917845, 9.8)","(-3.550184607234094e-05, -0.009518105869114904, 0.0)",1.0,36062800.095533796,8.22996089114656
185,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.6728750139634486,10,96.08418701635847,0.10336437506981724,"[1.0077461523073328, 1.1943105977886026]","[0.701044043260941, 0.7361632057351101]",32.97411930560796,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.427326715992642,35.74094055624446,False,,0,,"[1.8108379301371325, 6.07412062010625, 4.349760053145255, 6.228106247936978, 8.626267041917634]",frame_185.jpg,"(-0.003389119231376525, 0.06068901327437712, 9.8)","(-0.008022834456266755, -0.00993360183846973, 0.0)",1.0,36062800.095533796,8.186512198989087
186,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.740209974951767,10,96.06344680638352,0.10370104987475884,"[0.7837829608834805, 1.0794132271792525]","[0.7556244206847671, 0.768869749726047]",33.004096261946344,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.216111877638731,54.915223621118976,False,,0,,"[6.522982666143429, 9.469624303641769, 2.119376459919178, 5.923230796127803, 7.401817299542354]",frame_186.jpg,"(-0.005842021280625914, -0.07850003856430879, 9.8)","(-0.0012405216881157966, 0.007016635366023342, 0.0)",1.0,36062800.095533796,8.143380562346946
187,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4025748795457291,10,96.04204423150398,0.10701287439772864,"[1.6340972747081781, 1.4044655148918892]","[1.3395278649454392, 1.351768690216583]",33.02264638195952,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.298094607485034,33.4901473498973,False,,0,,"[8.503919670158956, 9.623757868737378, 1.3098620683027506, 1.784746619775368, 4.71539660865491]",frame_187.jpg,"(0.05680606110345582, 0.01595659937496066, 9.8)","(-0.008115974814061951, -0.00276649948724885, 0.0)",1.0,36062800.095533796,8.099345377910186
188,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.9610985462193353,10,96.02108313295776,0.10480549273109667,"[1.3402152622138443, 1.2401930885916395]","[1.0184284150549554, 1.0320426450158715]",33.03209720385735,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.670532817945519,45.236635044132484,False,,0,,"[9.646142214236678, 6.971415952521171, 6.227388881578994, 8.33410439502746, 7.676649590163307]",frame_188.jpg,"(-0.041915843397054724, -0.06446954078909317, 9.8)","(-0.004430514756256234, 0.0011173906776434043, 0.0)",1.0,36062800.095533796,8.056677691627906
189,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.528539778982955,10,96.00055459317878,0.10264269889491479,"[0.6603938768101821, 0.656230339063199]","[0.5092808910271344, 0.4601356484922305]",33.04167728657606,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",24.944394619013973,53.92206252499917,False,,0,,"[7.363840792657976, 1.7284635038473717, 7.015094847414717, 1.031243134395644, 2.1719684688720142]",frame_189.jpg,"(0.0903403237342364, -0.09644843497998679, 9.8)","(-6.178106270493186e-06, -0.00016708929411404262, 0.0)",1.0,36062800.095533796,8.01532400088945
190,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.133404461458194,10,95.97942118871732,0.10566702230729097,"[1.8731799194999041, 1.9541483122458372]","[1.17963716459946, 1.1523365137837918]",33.05142910931081,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.916958283078696,55.772732938930396,False,,0,,"[5.053643615431134, 4.596366106051926, 1.7536428011273375, 3.491442331191444, 6.609518452757362]",frame_190.jpg,"(0.011719482604034881, 0.033731018822787284, 9.8)","(0.005605332574497501, 0.004843596308770752, 0.0)",1.0,36062800.095533796,7.973192981463821
191,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.2520113419069734,10,95.95816917737542,0.10626005670953487,"[2.606393697355791, 2.051020223661728]","[1.3249852979061145, 1.2413002979251366]",33.05180336589832,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.11933642524155,50.681689125747006,False,,0,,"[2.7708266399596324, 1.094783756688743, 8.88600336562813, 1.5853773909996238, 0.7248049924585565]",frame_191.jpg,"(0.08041784530115112, -0.044121686493094094, 9.8)","(0.008588952099946414, 0.004692076187160325, 0.0)",1.0,36062800.095533796,7.931269804787356
192,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8297401250686218,10,95.93733943725036,0.10414870062534311,"[1.5111584430259126, 1.077825676504956]","[0.8142918492165935, 0.8397989280954118]",33.05871360812875,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",16.653119897599982,49.78188762301598,False,,0,,"[3.00431406226883, 1.2897935028385044, 8.989516564552781, 4.5350592958791935, 6.905398327867356]",frame_192.jpg,"(-0.0197784897986876, 0.008042552342698281, 9.8)","(0.00952807278865194, 0.001785800486650677, 0.0)",1.0,36062800.095533796,7.890605248557803
193,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3775388198084166,10,95.91596189843055,0.10688769409904209,"[2.29671273837663, 1.8650905842472543]","[1.4508459125608204, 1.4465532492623383]",33.05872882579398,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.83869896797821,42.14932712021907,False,,0,,"[3.4925765165373637, 9.823182405697976, 0.13483836843489083, 0.3055267323323052, 8.672434679120153]",frame_193.jpg,"(0.07756276283743274, 0.043621620652270765, 9.8)","(0.0026439171271241575, 0.006048359401110761, 0.0)",1.0,36062800.095533796,7.8493025682649815
194,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.0008303963013025,10,95.89496106803425,0.1050041519815065,"[1.3920685382708842, 1.7853864354996467]","[1.0540612956626214, 1.0185412076462628]",33.084966371914476,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.039280577730153,50.72948955674787,False,,0,,"[6.228948813946994, 1.1296129686577339, 5.372060119475988, 0.115991439798947, 2.546015065909998]",frame_194.jpg,"(0.07359332876837571, 0.017971095323562933, 9.8)","(-0.005240710794222603, -0.009558863750522336, 0.0)",1.0,36062800.095533796,7.809146585654984
195,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.047907669447096,10,95.87391316036481,0.10523953834723548,"[1.4621400440782217, 1.8627996513912441]","[1.0946456104625062, 1.0111594131014205]",33.09821527208585,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.41906599533388,45.50810724299298,False,,0,,"[1.5934370340868254, 8.557518613977127, 0.18329416333429438, 3.2538080366548416, 1.5422054960478304]",frame_195.jpg,"(0.03791218689923387, -7.713995390253026e-05, 9.8)","(0.004038402479182, 0.007080827082057354, 0.0)",1.0,36062800.095533796,7.769310730836532
196,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.0762253357178309,10,95.85283693502909,0.10538112667858916,"[1.6639805364989921, 1.549122585097475]","[1.1256652471817477, 0.9834654686650646]",33.11703556546205,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",16.52122540868674,33.132833777392534,False,,0,,"[0.8065348105334802, 1.9339455010836215, 7.0668372470123355, 5.482941629297305, 7.7568441696824]",frame_196.jpg,"(0.0666621755790072, 0.07783156345486628, 9.8)","(0.004838786307289433, -0.004269983801955397, 0.0)",1.0,36062800.095533796,7.72982645180024
197,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.9231639302911544,10,95.8319137710988,0.10461581965145578,"[1.2054720031783988, 1.0124461479921054]","[0.9532562512416203, 0.8908323431278633]",33.12389757983929,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",16.12268438855956,46.53286278232307,False,,0,,"[1.1459625259716677, 0.01664442270487343, 1.4479096763052757, 9.582156424308945, 1.7744169134880983]",frame_197.jpg,"(-0.09325592166108848, 0.003991265523739809, 9.8)","(-0.0005960929628335068, 0.0042184063796045276, 0.0)",1.0,36062800.095533796,7.691023889395875
198,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8330718750882893,10,95.81108069922371,0.10416535937544144,"[1.3355127746571693, 1.7248768484139188]","[0.7519895758496242, 0.8758251417743397]",33.14797037603326,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.684087759661203,44.86419899212686,False,,0,,"[9.042978570155064, 2.960540390474428, 9.594351384489238, 6.431739232439698, 4.1242267345300645]",frame_198.jpg,"(0.004582674525207581, -0.06124997257297027, 9.8)","(-0.009547730069897016, 0.006329727692389887, 0.0)",1.0,36062800.095533796,7.652773533641564
199,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.2364552077107924,10,95.789844244016,0.10618227603855397,"[1.9491852956262004, 1.9826150780384204]","[1.2710561913205543, 1.2562232268386537]",33.15807944328554,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.921946678802566,40.1624345614257,False,,0,,"[4.193197582137453, 0.8467194698451508, 5.242845539423709, 9.301121493038991, 7.801767835266723]",frame_199.jpg,"(-0.006431611232812773, -0.015047156497737288, 9.8)","(-0.00019416975410445868, 0.00773296575848627, 0.0)",1.0,36062800.095533796,7.614172163102971
200,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.1098885340997517,10,95.7687343554819,0.10554944267049876,"[1.7152631986223787, 1.2096213526645805]","[1.0723539704815934, 1.1050799235193314]",33.18146314426803,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",21.101194938370256,41.34778754625688,False,,0,,"[5.470134278436227, 8.704287727057872, 8.66876863190765, 4.786658860554748, 5.061034684356853]",frame_200.jpg,"(-0.06262359545689362, 0.061072283566459745, 9.8)","(0.007290765053875532, -0.0062018640152651594, 0.0)",1.0,36062800.095533796,7.576184870612654
201,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.1727338752326593,10,95.74756162160666,0.1058636693761633,"[1.2414028205617917, 1.6935870446204748]","[1.2302425517618856, 1.1535942695081192]",33.19276089147775,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",21.101064620001726,53.19146330071695,False,,0,,"[3.4558957056039463, 2.1368145892373267, 2.708616132846772, 5.818778430851937, 3.082609262989772]",frame_201.jpg,"(0.03254913472230192, -0.041842825192221045, 9.8)","(0.008846405085809127, 0.006578373014159243, 0.0)",1.0,36062800.095533796,7.5384633255174744
